jump_size,time,IAC
733,0.014049,31.05895667192036
734,0.014,30.086376203728765
735,0.013833,30.286229138462446
736,0.0145,29.050865418450346
737,0.014458,29.88509799474498
738,0.01406,29.920217152702556
739,0.014158,27.890822062934095
740,0.014147,31.496664969696386
741,0.014026,26.459315791266288
742,0.013874,26.811460434530076
743,0.013579,27.659555784205004
744,0.013559,29.235905951563144
745,0.013877,29.202790705421947
746,0.014272,32.50071545044014
747,0.014295,29.06777216081377
748,0.014057,28.62999410272343
749,0.014001,27.285484341248427
750,0.01406,28.948816037073616
751,0.013839,31.026820476574724
752,0.013967,30.21652949748892
753,0.013254,31.03389253819565
754,0.01326,30.170783990904976
755,0.013222,31.08132355093112
756,0.01361,30.12422051459754
757,0.013462,33.284969695177566
758,0.013332,29.56481684214177
759,0.013573,30.859042526369375
760,0.01337,30.92523969355686
761,0.013252,31.24132491622631
